,bib,clock,desc,entityId,eventId,eventSubType,eventType,name,periodId,personId,personImage,scores,success,x,y,successString,TEAM_NAME,TEAM_ROSTER_ID,TEAM_CODE,TEAM_HOME
0,0,PT10M0S,Hava Atışı - Kaybedilen,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,f0e20060-e843-11ee-8950-3b311b0e4ebd,lost,jumpBall,EYÜP CAN ÖNCÜ,1,b9bcdbad-3f42-11ed-95c2-e75cdb0b18cf,https://images.dc.prod.cloud.atriumsports.com/b179b/7eea480ef7be497db55c33e6ad730945,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
1,99,PT10M0S,Hava Atışı - Kazanılan,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,f0e1b241-e843-11ee-8950-3b311b0e4ebd,won,jumpBall,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
2,23,PT9M34S,3 Sayı Jump Shot,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,ff4244d1-e843-11ee-8950-3b311b0e4ebd,jumpShot,3pt,BARTU KOÇBUĞ,1,9c580263-7a14-11ee-8635-bb6b36365cf9,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",False,30.21,23.02,missed,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
3,11,PT9M34S,Hücum Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,019c6170-e844-11ee-8950-3b311b0e4ebd,offensive,rebound,EMRE GİRGİN,1,d8515083-610c-11ed-96c9-4f3a05fa907d,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
4,99,PT9M22S,2 Sayı Jump Shot,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,06934901-e844-11ee-8950-3b311b0e4ebd,jumpShot,2pt,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",False,9.47,85.32,missed,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
5,,PT9M22S,Hücum Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,0a9bd8f0-e844-11ee-8950-3b311b0e4ebd,offensive,rebound,,1,,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
6,99,PT9M17S,2 Sayı Floating Jump Shot,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,12767f80-e844-11ee-8950-3b311b0e4ebd,floatingJumpShot,2pt,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",False,15.0,52.38,missed,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
7,0,PT9M17S,Savunma Ribaundu,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,1500d3e0-e844-11ee-8950-3b311b0e4ebd,defensive,rebound,EYÜP CAN ÖNCÜ,1,b9bcdbad-3f42-11ed-95c2-e75cdb0b18cf,https://images.dc.prod.cloud.atriumsports.com/b179b/7eea480ef7be497db55c33e6ad730945,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 0}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
8,27,PT9M0S,2 Sayı Layup,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,1cd3b241-e844-11ee-8950-3b311b0e4ebd,layup,2pt,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 2}",True,93.4,50.6,made,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
9,1,PT9M0S,Asist,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,1f7fbf70-e844-11ee-8950-3b311b0e4ebd,,assist,BERKAY BÜYÜKBAYRAK,1,197367ce-60fc-11ed-a5ce-89ceda2430a2,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 2}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
10,,PT8M35S,Top Kaybı - Şut Saati,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,2d0f4661-e844-11ee-8950-3b311b0e4ebd,shotClock,turnover,,1,,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 2}",,12.13,49.01,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
11,27,PT8M16S,2 Sayı Turn Around Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,417a0541-e844-11ee-8950-3b311b0e4ebd,turnAroundJumpShot,2pt,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",True,97.13,47.02,made,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
12,1,PT8M16S,Asist,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,44943d90-e844-11ee-8950-3b311b0e4ebd,,assist,BERKAY BÜYÜKBAYRAK,1,197367ce-60fc-11ed-a5ce-89ceda2430a2,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 0, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
13,7,PT7M59S,2 Sayı Layup,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,4b573291-e844-11ee-8950-3b311b0e4ebd,layup,2pt,ONUR DAĞ,1,63988da4-38f9-11ed-b302-7bdbefee89ea,https://images.dc.prod.cloud.atriumsports.com/b179b/b384f7d7e158489c942aa56bbacd8618,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",True,5.32,49.4,made,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
14,99,PT7M59S,Asist,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,4d75a5c0-e844-11ee-8950-3b311b0e4ebd,,assist,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
15,30,PT7M39S,3 Sayı Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,57525de0-e844-11ee-8950-3b311b0e4ebd,jumpShot,3pt,VEYSEL KORTAK,1,e9c70c11-4f90-11ed-a757-772022fb7a51,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",False,81.49,93.06,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
16,12,PT7M39S,Savunma Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,58be9810-e844-11ee-8950-3b311b0e4ebd,defensive,rebound,CAN SAYIN,1,468bb9b6-61c5-11ed-b773-c3136ed15246,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
17,12,PT7M32S,2 Sayı Jump Shot,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,5b4b3661-e844-11ee-8950-3b311b0e4ebd,jumpShot,2pt,CAN SAYIN,1,468bb9b6-61c5-11ed-b773-c3136ed15246,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",False,6.38,46.83,missed,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
18,30,PT7M32S,Savunma Ribaundu,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,5db22440-e844-11ee-8950-3b311b0e4ebd,defensive,rebound,VEYSEL KORTAK,1,e9c70c11-4f90-11ed-a757-772022fb7a51,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
19,23,PT7M19S,Kişisel Faul,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,650d61a1-e844-11ee-8950-3b311b0e4ebd,personal,foul,BARTU KOÇBUĞ,1,9c580263-7a14-11ee-8635-bb6b36365cf9,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",,92.87,56.94,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
20,27,PT7M19S,Alınan Faul,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,6b424770-e844-11ee-8950-3b311b0e4ebd,drawn,foul,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",,92.87,56.94,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
21,27,PT7M19S,Serbest Atış 1/2,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,734a66a0-e844-11ee-8950-3b311b0e4ebd,1Of2,freeThrow,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 4}",False,92.87,56.94,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
22,27,PT7M19S,Serbest Atış 2/2,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,7aabe590-e844-11ee-8950-3b311b0e4ebd,2Of2,freeThrow,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",True,92.87,56.94,made,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
23,99,PT7M9S,3 Sayı Jump Shot,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,84359bb1-e844-11ee-8950-3b311b0e4ebd,jumpShot,3pt,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",False,33.09,49.8,missed,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
24,12,PT7M9S,Hücum Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,85a187c0-e844-11ee-8950-3b311b0e4ebd,offensive,rebound,CAN SAYIN,1,468bb9b6-61c5-11ed-b773-c3136ed15246,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 2, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
25,7,PT7M3S,2 Sayı Layup,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,876a12c1-e844-11ee-8950-3b311b0e4ebd,layup,2pt,ONUR DAĞ,1,63988da4-38f9-11ed-b302-7bdbefee89ea,https://images.dc.prod.cloud.atriumsports.com/b179b/b384f7d7e158489c942aa56bbacd8618,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 4, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",True,10.74,49.6,made,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
26,12,PT7M3S,Asist,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,89a7a6b0-e844-11ee-8950-3b311b0e4ebd,,assist,CAN SAYIN,1,468bb9b6-61c5-11ed-b773-c3136ed15246,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 4, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
27,0,PT6M48S,2 Sayı Layup,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,90b49d00-e844-11ee-8950-3b311b0e4ebd,layup,2pt,EYÜP CAN ÖNCÜ,1,b9bcdbad-3f42-11ed-95c2-e75cdb0b18cf,https://images.dc.prod.cloud.atriumsports.com/b179b/7eea480ef7be497db55c33e6ad730945,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 4, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",False,95.74,53.77,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
28,99,PT6M48S,Savunma Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,922d8160-e844-11ee-8950-3b311b0e4ebd,defensive,rebound,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 4, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
29,1,PT6M32S,Kişisel Faul,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,9bc938e1-e844-11ee-8950-3b311b0e4ebd,personal,foul,BERKAY BÜYÜKBAYRAK,1,197367ce-60fc-11ed-a5ce-89ceda2430a2,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 4, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,23.72,89.29,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
30,23,PT6M32S,Alınan Faul,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,9e3d9440-e844-11ee-8950-3b311b0e4ebd,drawn,foul,BARTU KOÇBUĞ,1,9c580263-7a14-11ee-8635-bb6b36365cf9,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 4, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,23.72,89.29,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
31,23,PT6M20S,2 Sayı Layup,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,aa2e3841-e844-11ee-8950-3b311b0e4ebd,layup,2pt,BARTU KOÇBUĞ,1,9c580263-7a14-11ee-8635-bb6b36365cf9,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",True,8.72,43.85,made,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
32,1,PT6M7S,2 Sayı Pull Up Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,b23cc011-e844-11ee-8950-3b311b0e4ebd,pullUpJumpShot,2pt,BERKAY BÜYÜKBAYRAK,1,197367ce-60fc-11ed-a5ce-89ceda2430a2,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",False,93.72,49.6,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
33,27,PT6M7S,Hücum Ribaundu,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,b41c5580-e844-11ee-8950-3b311b0e4ebd,offensive,rebound,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
34,30,PT6M1S,3 Sayı Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,b55f35c1-e844-11ee-8950-3b311b0e4ebd,jumpShot,3pt,VEYSEL KORTAK,1,e9c70c11-4f90-11ed-a757-772022fb7a51,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",False,73.19,15.67,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
35,0,PT6M1S,Hücum Ribaundu,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,b6b1cd70-e844-11ee-8950-3b311b0e4ebd,offensive,rebound,EYÜP CAN ÖNCÜ,1,b9bcdbad-3f42-11ed-95c2-e75cdb0b18cf,https://images.dc.prod.cloud.atriumsports.com/b179b/7eea480ef7be497db55c33e6ad730945,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
36,10,PT5M52S,3 Sayı Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,bb313b10-e844-11ee-8950-3b311b0e4ebd,jumpShot,3pt,ŞAFAK EDGE,1,8148c189-7d24-11ed-9333-9d2161150eb5,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",False,72.45,79.96,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
37,12,PT5M52S,Savunma Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,bc9733b0-e844-11ee-8950-3b311b0e4ebd,defensive,rebound,CAN SAYIN,1,468bb9b6-61c5-11ed-b773-c3136ed15246,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
38,11,PT5M31S,2 Sayı Jump Shot,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,c7476870-e844-11ee-8950-3b311b0e4ebd,jumpShot,2pt,EMRE GİRGİN,1,d8515083-610c-11ed-96c9-4f3a05fa907d,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",False,8.83,50.6,missed,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
39,27,PT5M31S,Savunma Ribaundu,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,c9017480-e844-11ee-8950-3b311b0e4ebd,defensive,rebound,YAĞIZHAN SELÇUK,1,7edbcc13-55c9-11ed-bfe8-83a6dbb84120,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 5}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
40,10,PT5M18S,3 Sayı Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,cf6ef681-e844-11ee-8950-3b311b0e4ebd,jumpShot,3pt,ŞAFAK EDGE,1,8148c189-7d24-11ed-9333-9d2161150eb5,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",True,67.45,66.47,made,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
41,0,PT5M18S,Asist,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,d1833080-e844-11ee-8950-3b311b0e4ebd,,assist,EYÜP CAN ÖNCÜ,1,b9bcdbad-3f42-11ed-95c2-e75cdb0b18cf,https://images.dc.prod.cloud.atriumsports.com/b179b/7eea480ef7be497db55c33e6ad730945,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
42,99,PT4M54S,Top Kaybı - Steps,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,df5df141-e844-11ee-8950-3b311b0e4ebd,travel,turnover,MURAT KAĞAN TOR,1,4ef58e1d-3e44-11ed-a7a3-cb34728f28eb,https://images.dc.prod.cloud.atriumsports.com/b179b/ce7a970cffed4af9945ce5226ef0759e,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,12.55,47.42,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
43,22,PT4M54S,Oyuna Giren,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,ee048d82-e844-11ee-8950-3b311b0e4ebd,in,substitution,ÖMER BES,1,d43f3e1f-5e8f-11ed-a951-1bd13843c391,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
44,30,PT4M54S,Oyundan Çıkan,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,ee048d83-e844-11ee-8950-3b311b0e4ebd,out,substitution,VEYSEL KORTAK,1,e9c70c11-4f90-11ed-a757-772022fb7a51,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
45,1,PT4M54S,Oyundan Çıkan,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,ee046673-e844-11ee-8950-3b311b0e4ebd,out,substitution,BERKAY BÜYÜKBAYRAK,1,197367ce-60fc-11ed-a5ce-89ceda2430a2,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
46,11,PT4M54S,Oyuna Giren,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,ee048d80-e844-11ee-8950-3b311b0e4ebd,in,substitution,SERTAY GÜRSU,1,5bde27a0-5eb1-11ed-af92-7f441816d368,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
47,0,PT4M54S,Oyundan Çıkan,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,ee046672-e844-11ee-8950-3b311b0e4ebd,out,substitution,EYÜP CAN ÖNCÜ,1,b9bcdbad-3f42-11ed-95c2-e75cdb0b18cf,https://images.dc.prod.cloud.atriumsports.com/b179b/7eea480ef7be497db55c33e6ad730945,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
48,14,PT4M54S,Oyuna Giren,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,ee048d81-e844-11ee-8950-3b311b0e4ebd,in,substitution,MUSTAFA KIRCALI,1,c06baedc-5ab2-11ed-8be8-47c829964609,https://images.dc.prod.cloud.atriumsports.com/b179b/b444a7e01ff14e60a2a51e9616b03d58,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
49,11,PT4M38S,3 Sayı Jump Shot,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,008d6d00-e845-11ee-8950-3b311b0e4ebd,jumpShot,3pt,SERTAY GÜRSU,1,5bde27a0-5eb1-11ed-af92-7f441816d368,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",False,63.51,33.13,missed,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
50,23,PT4M38S,Savunma Ribaundu,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,02040770-e845-11ee-8950-3b311b0e4ebd,defensive,rebound,BARTU KOÇBUĞ,1,9c580263-7a14-11ee-8635-bb6b36365cf9,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,,,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
51,10,PT4M34S,Kişisel Faul,f0e56238-3ab7-11ee-be3e-4d20a0dfde1c,04d96e91-e845-11ee-8950-3b311b0e4ebd,personal,foul,ŞAFAK EDGE,1,8148c189-7d24-11ed-9333-9d2161150eb5,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,23.72,43.25,,BORDO SPORTİF RS,BOR_ROSTER,BOR,False
52,23,PT4M34S,Alınan Faul,e6e4313b-3ab7-11ee-9ad0-89efd7bdb190,07f1f930-e845-11ee-8950-3b311b0e4ebd,drawn,foul,BARTU KOÇBUĞ,1,9c580263-7a14-11ee-8635-bb6b36365cf9,,"{'e6e4313b-3ab7-11ee-9ad0-89efd7bdb190': 6, 'f0e56238-3ab7-11ee-be3e-4d20a0dfde1c': 8}",,23.72,43.25,,EGE ÜNİVERSİTESİ DAÇKA,EGE_ROSTER,EGE,True
